ID_REF	GSM1629293	GSM1629228	GSM1629312	GSM1629289	GSM1629259	GSM1629252	GSM1629280	GSM1629313	GSM1629223	GSM1629296	GSM1629201	GSM1629263	GSM1629273	GSM1629256	GSM1629267	GSM1629226	GSM1629208	GSM1629217	GSM1629194	GSM1629297	GSM1629271	GSM1629207	GSM1629307	GSM1629277	GSM1629213	GSM1629224	GSM1629234	GSM1629232	GSM1629274	GSM1629264	GSM1629250	GSM1629279	GSM1629225	GSM1629204	GSM1629294	GSM1629214	GSM1629231	GSM1629230	GSM1629211	GSM1629218	GSM1629222	GSM1629265	GSM1629227	GSM1629206	GSM1629197	GSM1629216	GSM1629286	GSM1629205	GSM1629304	GSM1629209	GSM1629300	GSM1629212	GSM1629242	GSM1629299	GSM1629287	GSM1629202	GSM1629249	GSM1629241	GSM1629305	GSM1629269	GSM1629270	GSM1629301	GSM1629258	GSM1629255	GSM1629275	GSM1629219	GSM1629248	GSM1629220	GSM1629310	GSM1629196	GSM1629253	GSM1629195	GSM1629251	GSM1629203	GSM1629243	GSM1629239	GSM1629237	GSM1629247	GSM1629309
cg08549335	0.0702969	0.03207105	0.2978485	0.1946343	0.1311826	0.09339264	0.2158666	0.1298333	0.06053352	0.3707436	0.09473038	0.04623557	0.05804880000000001	0.04915179	0.3406561	0.07439127	0.1287145	0.1838269	0.1274672	0.274222	0.1992993	0.1325951	0.1503289	0.2675663	0.1108419	0.2410014	0.03336329	0.06224113	0.1061264	0.07727694	0.16865529999999998	0.0608228	0.08803708	0.05831978	0.4598446	0.1522136	0.09830721	0.09084582	0.2053258	0.2367069	0.07198337	0.05818933	0.04680119	0.263452	0.0618314	0.1487744	0.06763835	0.134902	0.09629314	0.11302089999999998	0.2154233	0.1314486	0.1323975	0.501249	0.4202805000000001	0.5856336	0.3768375	0.4409435	0.5109229999999999	0.4553011	0.4948514	0.5290619000000001	0.4842195	0.4155720000000001	0.5596019	0.4128436	0.3229518	0.526349	0.5413342	0.6271789000000001	0.447175	0.5009094000000001	0.342583	0.4599378	0.5111107	0.31518440000000003	0.4325021	0.4563226	0.4683277
cg03509898	0.7616267	0.6834449	0.7023745	0.7613856	0.6317126999999999	0.6583059	0.8657799	0.5221720000000001	0.768831	0.79096	0.7969108	0.6812279	0.7984979999999999	0.6527672	0.588432	0.7383838	0.7645881999999999	0.8764801	0.6684415	0.589799	0.7549083000000001	0.7606814000000001	0.7154668000000001	0.6217102	0.7132242	0.7400463	0.8032946	0.8502446	0.6382198	0.6653638000000001	0.7635664000000001	0.7825893	0.7329909	0.759545	0.5469356	0.7919576	0.7364478	0.8013100999999999	0.5631186	0.6265129	0.6800429	0.6829341	0.7830256	0.6909369000000001	0.8310478000000001	0.7485616999999999	0.7790509	0.7101184	0.6335542	0.7530686	0.6881581999999999	0.7473031	0.7228396	0.4853581	0.5260464	0.4106353	0.4236068	0.5347546	0.449884	0.4443170999999999	0.5427666999999999	0.458622	0.3928036	0.4064405	0.4876245	0.5340143	0.5361453	0.430216	0.4644751	0.4627178	0.4837714	0.4303675	0.4470154000000001	0.4738916	0.392626	0.4923254	0.3831297	0.3983567	0.4267423
cg19693158	0.7445914	0.7629379	0.7733654000000001	0.8613542	0.7141273	0.7931145000000001	0.8603138000000001	0.8617263000000001	0.7979982	0.8030274000000001	0.8103513000000001	0.7948921	0.6928969	0.8069161	0.7072389	0.8053087	0.7317134	0.8310068000000002	0.8594286	0.7563149	0.7749358000000001	0.7841256999999999	0.882281	0.6849843000000001	0.8067073	0.7794958000000001	0.8432769	0.8004713999999999	0.7780228	0.7049121	0.8107300000000001	0.8334225000000001	0.7102754	0.833441	0.7471234999999999	0.8363120999999999	0.7982259	0.7581249	0.8092515	0.7299408000000001	0.7552270000000001	0.8101941	0.8168538000000001	0.7985763000000001	0.8133373	0.8385706	0.8361668999999999	0.8393353000000001	0.7778684	0.8460139999999999	0.8225790000000001	0.8345826	0.8376305000000001	0.6472929000000001	0.6818001	0.6290378000000001	0.5955633	0.7298633000000001	0.7207319999999999	0.5767786	0.72826	0.6534485	0.6582794	0.6482167	0.5538458	0.6263935	0.5817539	0.6638611999999999	0.6249458999999999	0.5954324000000001	0.6572503000000001	0.6302882	0.5310999	0.6073251999999999	0.7030677	0.6986551999999999	0.7110708	0.6007491	0.5558425
cg02744216	0.3422506	0.3180824	0.6009823000000001	0.4974281	0.3659118	0.6464168	0.6246293	0.23434410000000006	0.2273486	0.4790665	0.4327862	0.2403283	0.2353041	0.29892290000000005	0.5942265	0.16226	0.2914187	0.3842575	0.5377529999999999	0.5981179	0.3755399	0.3744646	0.2126427	0.5706658	0.2823445	0.4536688	0.2007079	0.03688512	0.3174385	0.3309763	0.3323615	0.4076213	0.3623767000000001	0.2592969	0.5714031999999999	0.6316633	0.3639967	0.2141867	0.4121057	0.5526205	0.2602495	0.26598890000000003	0.1683045	0.5904373	0.3005253	0.4073588	0.4425973	0.5121933	0.2228294	0.4127751	0.4151907	0.4682643	0.4245563	0.6760195	0.5745433000000001	0.7498498	0.6305364	0.5691505	0.6618651	0.6993795	0.7023583999999999	0.6981158000000001	0.6850678000000001	0.6353099	0.6919443000000001	0.6455550999999999	0.6110609	0.6697915	0.6837425	0.7227279000000001	0.6501971	0.6943089	0.6043189999999999	0.7394239	0.6954427	0.5887089	0.6256979	0.644519	0.6768553
cg19449286	0.899741	0.8319328000000001	0.9260445	0.937405	0.7999305	0.7816969	0.9588149	0.9048666	0.8654944	0.8921043	0.9429054	0.8335329	0.9571619	0.8427154	0.8716269	0.8690810999999999	0.9317207	0.956234	0.942228	0.8940726999999999	0.9270529	0.9280536	0.9621278	0.8163998	0.9136163	0.7943573	0.8888700999999999	0.9258873	0.9136226	0.7937973	0.819542	0.948302	0.8300527	0.9373003	0.8090688	0.9306274	0.8452384000000001	0.8702300999999999	0.9223692	0.8120257	0.8347138000000001	0.8744833000000001	0.8619495	0.8901008	0.937589	0.9287726	0.9360492	0.9607795	0.8899674000000001	0.9390547	0.9095839	0.8960792	0.8756200000000001	0.682018	0.8000807	0.6923792	0.6384251	0.7586282	0.7955274999999999	0.6821434000000001	0.7871545999999999	0.8186443	0.6703374	0.6806930999999999	0.6657488	0.6642479	0.6949423000000001	0.7621941999999999	0.6818088999999999	0.7160506	0.6639154	0.7163603000000001	0.5917386	0.7081078000000001	0.726837	0.6971924	0.6958401999999999	0.6231171	0.6174681
cg11526198	0.04255051	0.04573967	0.08333503	0.07240096	0.08780926	0.1099491	0.09995645	0.09407245	0.09488684	0.13607439999999998	0.04310067	0.07951585	0.1056162	0.0811506	0.1888924	0.07544453	0.09230687	0.2604167	0.07167515	0.0643973	0.07482767	0.1524574	0.03917505	0.1137268	0.05929083	0.08040387	0.06798664	0.4234667	0.09950724	0.0617831	0.1373727	0.05545889	0.05720086	0.07142662	0.2306676	0.05461062	0.0613649	0.04148719	0.09841767	0.1956306	0.06210185	0.03317285	0.06872617	0.09858853	0.07429454	0.0593865	0.05749872	0.09001163	0.07932319	0.06163341	0.09965146	0.1001368	0.1087156	0.3703696	0.1821571	0.35095390000000004	0.3502738	0.2254393	0.2909526	0.4199825	0.1988692	0.2927458	0.2443402	0.2990044000000001	0.3742557	0.374505	0.22758760000000006	0.3356171	0.3137467	0.348749	0.1779323	0.3803346	0.3687619	0.331536	0.2297266	0.206504	0.1536846	0.2897136	0.4061163
cg06585203	0.1482951	0.1361677	0.3882088	0.17722100000000002	0.2309356	0.1267575	0.187253	0.1883779	0.1019904	0.1488332	0.13358810000000002	0.05911918	0.1047494	0.1631785	0.230679	0.1243221	0.1269528	0.12674680000000002	0.1013391	0.1959802	0.2235661	0.1758016	0.2127624	0.1991424	0.1965937	0.15677049999999998	0.1294493	0.06778398	0.3955736	0.1510672	0.1808565	0.1171734	0.05665582	0.07811653	0.3813778	0.1739467	0.1409145	0.1307501	0.178174	0.2839473	0.2044203	0.1237201	0.07518021	0.173646	0.1234739	0.1360822	0.1142228	0.2136479	0.2660605	0.1345855	0.26451620000000003	0.170738	0.09482837	0.4916236	0.3318465	0.4492189	0.3774451	0.2756673	0.4232735	0.4636029	0.377745	0.4915613	0.3776246	0.3623938	0.4065692	0.4287333	0.3319502	0.405658	0.4361753	0.4079607	0.2458184	0.4583473	0.3489935	0.3810931	0.3477197	0.303786	0.3580015	0.358788	0.3961715
cg23811057	0.1214453	0.09539732	0.2682503	0.1966704	0.1999319	0.4312928	0.1255627	0.1677213	0.07542136	0.2127334	0.1333585	0.1045399	0.1008459	0.1365392	0.36258	0.09204952	0.149095	0.112027	0.1504061	0.2939586	0.15633110000000006	0.1192268	0.1907158	0.2476204	0.1881439	0.1350366	0.04830021	0.15609979999999998	0.2155859	0.1560346	0.16774579999999994	0.07721098	0.03189118	0.1035764	0.381743	0.2259373	0.1220336	0.03390875	0.1588209	0.2876893	0.04334132	0.05996437	0.06175953	0.4216454000000001	0.09662759	0.0861299	0.121135	0.1721624	0.09214228	0.1559801	0.1802378	0.1917533	0.2011713	0.4705073	0.4753292000000001	0.4559371	0.4496386	0.388798	0.4420081	0.5185984	0.423766	0.4808525	0.5134253	0.4621085	0.4988634	0.4038497	0.381994	0.4601297	0.5159921	0.4694785	0.4266352	0.4647303	0.4470143	0.4119734000000001	0.4237384	0.3489434	0.4652236	0.4586277	0.493942
cg18269493	0.2536965	0.1486688	0.2901386	0.1695732	0.191846	0.1727035	0.1170422	0.1365355	0.1796065	0.24191	0.16228829999999994	0.09964454	0.1117386	0.1381126	0.2939117	0.1925484	0.1875866	0.1244551	0.1602053	0.31284290000000003	0.1117582	0.08517047	0.12954269999999998	0.3074441	0.1345495	0.185387	0.09621914	0.1512164	0.1500489	0.1468843	0.2319856	0.1287909	0.132401	0.09716265	0.3934181	0.1280724	0.1140078	0.1621656	0.2379641	0.2809798	0.1164317	0.1332152	0.1154644	0.2006055	0.07283363	0.1666691	0.1096252	0.07501279	0.06465713	0.1490233	0.1694668	0.170245	0.1941441	0.5065259	0.5110179	0.5427159	0.4536245	0.2909923	0.4314715	0.4801417000000001	0.4707096	0.5037729999999999	0.4191816	0.4573865	0.5384415	0.4596088	0.3056096	0.4960642	0.5470158	0.4838661	0.3390086	0.5690826999999999	0.4030843	0.5036560999999999	0.4371945	0.3183154	0.4173224	0.440374	0.510111
cg01393234	0.2545315	0.1964285	0.312533	0.195611	0.2659435	0.2257872	0.08183772	0.09678143	0.1651413	0.1948636	0.1318136	0.1097349	0.06565764	0.1013051	0.3301937	0.164955	0.17788270000000006	0.3076403	0.11690430000000003	0.33060170000000005	0.1110406	0.139061	0.1433811	0.2924725	0.1980397	0.17518499999999998	0.1167335	0.04466458	0.2168256	0.1761064	0.1882502	0.1226586	0.06182653	0.04911635	0.4344517	0.13671470000000002	0.12739769999999995	0.1191457	0.08279014	0.3252373	0.1114577	0.08440769	0.0788744	0.4919747	0.1064185	0.1774177	0.07192408	0.16570539999999995	0.09051149	0.100683	0.2382616	0.1550886	0.1202007	0.4975439	0.5629568	0.5700668999999999	0.436361	0.3417148	0.4967955	0.5358706999999999	0.5062227	0.5287536	0.5076233	0.4508932	0.5734531999999999	0.4167146	0.388046	0.4791775	0.5172597	0.5241811	0.3816235	0.5594153000000001	0.4616494	0.5496646	0.4903882000000001	0.2810341	0.4504647	0.3977801	0.5615956
ch.17.2196713R	0.02394162	0.009192694	0.01491456	0.02246165	0.02817438	0.01282121	0.01977365	0.01809285	0.002967465	0.01823523	0.01444237	0.009752763	0.02429685	0.01237887	0.06057201	0.01276508	0.0236112	0.02794447	0.02148241	0.01124576	0.03744531	0.02416631	0.02282289	0.03720061	0.03923777	0.008259038	0.01300983	0.0103746	0.03555952	0.01545645	0.01823869	0.02105745	0.00808552	0.01062215	0.07315514	0.02308218	0.01669694	0.003814106	0.030918200000000007	0.04127136	0.02599617	0.01737292	0.008911937	0.03589003	0.0250211	0.03786297	0.01766136	0.01894561	0.02239021	0.03189869	0.03097228	0.02567116	0.01349003	0.07888173	0.04310728	0.07804983	0.07321028	0.03938868	0.08980171	0.1725936	0.1128399	0.08080121	0.07205077	0.14386329999999994	0.09491742	0.08024281	0.03358502	0.08099511	0.1100003	0.06641022	0.0379316	0.111495	0.1006308	0.1022791	0.04107999	0.039223	0.08187467	0.07764693	0.08710612
cg22871253	0.3115239	0.2476784	0.5383558	0.2467908	0.2991	0.1812475	0.2747112	0.189495	0.1762434	0.3061373	0.1814894	0.07064676	0.08391303	0.206944	0.4131453	0.2069327	0.2081172	0.1199397	0.1204371	0.5202277	0.339137	0.234656	0.27286540000000004	0.3149171	0.3387183	0.3419016	0.1347059	0.1231179	0.482724	0.2383628	0.2297424	0.1974379	0.1250307	0.1220451	0.4773646	0.2202575	0.2306043	0.2540229	0.2735204	0.3492913	0.3061636	0.28258720000000004	0.12287910000000002	0.22038520000000006	0.1724111	0.2145621	0.16150350000000002	0.3358417	0.3518166	0.1981256	0.3842163	0.2330178	0.1779198	0.5948688	0.6159559	0.5837383	0.4931154	0.4507296	0.5510215	0.5859562	0.5036271	0.5325297	0.6081385	0.5077090999999999	0.5847441999999999	0.5062107	0.5024413	0.5722033000000001	0.6077600000000001	0.5831783	0.4982244000000001	0.5651221	0.4946632	0.5212262	0.5562844	0.4263746	0.5337082	0.5040125	0.5784814
ch.13.470465F	0.06770757	0.03764419	0.02974065	0.03605358	0.06062799	0.11486580000000003	0.02803788	0.04675928	0.04256544	0.08687177	0.03588847	0.0423985	0.04250584	0.0486233	0.1056646	0.05611659	0.04064746	0.09081803	0.01705596	0.05589041	0.0417747	0.02667014	0.05217799	0.07780711	0.05625005	0.03785438	0.04418011	0.02485156	0.08013342	0.05681814	0.03981657	0.04397038	0.04133136	0.03638121	0.16214160000000002	0.02254785	0.03395463	0.05748405	0.05858783	0.07949514	0.04370924	0.04266114	0.01875286	0.06644823	0.04407544	0.04160605	0.04575133	0.02536501	0.05632056	0.03170847	0.09981757	0.05070269	0.03355275	0.15880999999999998	0.1519122	0.1812181	0.1410784	0.10240810000000003	0.1698542	0.2158354	0.1714176	0.1796595	0.1254935	0.20070420000000005	0.1376885	0.1217983	0.09426726	0.1379505	0.1632027	0.1398501	0.111164	0.1941914	0.141689	0.1914637	0.1132477	0.09670643	0.1256597	0.14366310000000002	0.203926
cg02274366	0.4050167	0.4299345000000001	0.6038408000000001	0.5933623	0.5503733000000001	0.6168929	0.7136239000000001	0.4250053	0.3122537	0.3115607	0.7092869	0.4427763	0.2714871	0.5784016	0.5580546999999999	0.28756820000000005	0.508263	0.597882	0.6357965	0.6633543000000001	0.5579264	0.6091340000000001	0.3030232	0.6593918000000001	0.4484615	0.5329545	0.4284999	0.1753451	0.6905036	0.448494	0.4291442	0.4557911	0.35568690000000003	0.7063994	0.6845001000000001	0.7013953	0.3726893	0.5386920999999999	0.6026158	0.6097769000000001	0.5001202	0.5456996999999999	0.2296223	0.6898854	0.5447095000000001	0.7009463	0.5385561	0.7093784000000001	0.5504796999999999	0.5602404000000001	0.4634367	0.6959925	0.5824804	0.7883058000000001	0.7732452	0.7688257	0.7261251	0.5990635999999999	0.7563246	0.7109919	0.7856255	0.7914473000000001	0.7831951	0.7617335	0.7229093000000001	0.7554331	0.6932109000000001	0.6920714	0.7829102	0.7874091999999999	0.6407562	0.8083255	0.7277628	0.7996846	0.7443486	0.6696152	0.7398176	0.7171234999999999	0.7859976
